photos,price_reduced_amount,description.sold_price,description.sqft,description.baths,description.garage,description.stories,description.beds,products.brand_name,description.type_townhomes,days_listed,n_amenities,n_high_amenities,age_yrs,n_rooms
1,3200.0,20700.0,1252.0,1.0,0.0,1.0,3.0,1,0,0,0.0,0.0,103,4.0
1,17000.0,5900.0,1630.5,2.0,0.0,1.0,3.0,2,0,0,0.0,0.0,23,5.0
0,0.0,130000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,68000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
0,0.0,142000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,207000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,346001.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
0,0.0,275000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,141000.0,1360.0,0.0,0.0,1.0,3.0,1,0,0,0.0,0.0,51,3.0
0,0.0,10000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
0,0.0,10000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
0,0.0,230000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
0,0.0,475000.0,1630.5,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,51,0.0
1,0.0,127000.0,4704.0,1.0,0.0,1.0,2.0,2,0,44,5.0,1.0,74,3.0
1,0.0,231650.0,998.0,1.0,2.0,1.0,2.0,2,0,44,5.0,3.0,68,3.0
1,1000.0,140000.0,1300.0,2.0,2.0,2.0,3.0,2,0,105,3.0,0.0,51,5.0
1,0.0,269000.0,1926.0,2.0,2.0,1.0,3.0,2,0,42,7.0,5.0,30,5.0
1,14900.0,315000.0,2298.0,3.0,2.0,2.0,3.0,2,0,105,6.0,2.0,19,6.0
1,0.0,385000.0,2376.0,2.0,2.0,2.0,3.0,2,0,68,8.0,6.0,20,5.0
1,10000.0,161500.0,936.0,2.0,1.0,2.0,2.0,2,0,57,6.0,4.0,37,4.0
1,0.0,310000.0,3240.0,3.0,2.0,2.0,4.0,1,0,38,7.0,5.0,20,7.0
1,0.0,220000.0,1899.0,3.0,2.0,2.0,3.0,1,0,60,2.0,1.0,22,6.0
1,5000.0,75000.0,1360.0,1.0,2.0,2.0,2.0,2,0,32,0.0,0.0,69,3.0
1,4000.0,220000.0,1455.0,2.0,2.0,1.0,3.0,2,0,87,7.0,5.0,16,5.0
1,0.0,330000.0,2548.0,4.0,2.0,2.0,4.0,1,0,46,7.0,5.0,30,8.0
1,0.0,325000.0,2595.0,3.0,2.0,2.0,3.0,2,0,29,7.0,3.0,20,6.0
1,0.0,69000.0,1012.0,1.0,0.0,2.0,2.0,1,0,45,3.0,1.0,50,3.0
1,4000.0,281000.0,2246.0,3.0,2.0,2.0,3.0,1,0,48,6.0,3.0,18,6.0
1,0.0,85000.0,1110.0,2.0,1.0,1.0,2.0,2,0,26,0.0,0.0,103,4.0
1,5000.0,100000.0,1071.0,1.0,0.0,1.0,3.0,1,0,162,3.0,0.0,98,4.0
1,0.0,261000.0,1822.0,1.0,1.0,1.0,3.0,2,0,69,2.0,0.0,73,4.0
0,0.0,323000.0,2119.0,3.0,2.0,2.0,3.0,2,0,0,3.0,1.0,1,6.0
1,4900.0,92500.0,825.0,1.0,0.0,1.0,2.0,1,0,142,2.0,0.0,99,3.0
1,5000.0,160000.0,970.0,1.0,0.0,1.0,2.0,1,0,95,5.0,2.0,103,3.0
1,5000.0,421000.0,2461.0,4.0,2.0,1.0,3.0,2,0,94,5.0,2.0,30,7.0
0,0.0,360000.0,2953.0,3.0,2.0,2.0,4.0,1,0,0,2.0,0.0,2,7.0
1,15000.0,280000.0,1290.0,1.0,2.0,1.0,2.0,2,0,64,4.0,1.0,75,3.0
1,0.0,218829.0,1394.0,2.0,2.0,1.0,3.0,2,0,15,4.0,2.0,64,5.0
1,7400.0,143500.0,1483.0,2.0,0.0,2.0,3.0,2,0,70,2.0,0.0,103,5.0
1,0.0,165900.0,1044.0,1.0,1.0,1.0,3.0,2,0,0,8.0,3.0,61,4.0
0,0.0,530000.0,2741.0,4.0,2.0,2.0,3.0,3,0,0,5.0,3.0,27,7.0
1,0.0,145000.0,957.0,1.0,1.0,1.0,3.0,1,0,51,2.0,0.0,64,4.0
1,5500.0,236000.0,1560.0,2.0,2.0,2.0,3.0,1,0,0,10.0,6.0,35,5.0
1,0.0,265000.0,1520.0,3.0,2.0,2.0,4.0,2,0,0,6.0,3.0,34,7.0
1,0.0,158000.0,1302.0,1.0,1.0,1.0,3.0,2,0,0,2.0,0.0,42,4.0
1,0.0,240000.0,1590.0,2.0,2.0,1.0,2.0,3,0,0,8.0,4.0,16,4.0
1,0.0,322000.0,1038.0,1.0,1.0,1.0,2.0,2,0,0,7.0,2.0,83,3.0
0,0.0,235000.0,1478.0,2.0,2.0,1.0,3.0,1,0,0,3.0,1.0,18,5.0
1,5100.0,300000.0,1258.0,3.0,1.0,2.0,2.0,1,0,0,5.0,2.0,3,5.0
1,0.0,330000.0,2160.0,2.0,1.0,2.0,4.0,1,0,0,8.0,4.0,71,6.0
1,0.0,140000.0,1852.0,2.0,2.0,1.0,4.0,2,0,28,1.0,1.0,63,6.0
1,0.0,210000.0,1824.0,4.0,1.0,1.0,3.0,3,1,0,7.0,4.0,38,7.0
1,0.0,163000.0,1504.0,2.0,2.0,2.0,2.0,1,0,0,4.0,3.0,34,4.0
0,0.0,655000.0,2312.0,2.0,2.0,1.0,3.0,2,0,0,5.0,3.0,36,5.0
1,0.0,340000.0,3460.0,3.0,2.0,2.0,4.0,3,0,0,9.0,6.0,58,7.0
1,0.0,263000.0,2111.0,2.0,0.0,2.0,4.0,1,0,35,9.0,3.0,38,6.0
1,20000.0,299500.0,2461.0,3.0,2.0,2.0,4.0,1,0,79,7.0,4.0,19,7.0
1,10000.0,115000.0,3500.0,3.0,0.0,2.0,4.0,1,0,86,3.0,2.0,52,7.0
1,0.0,290000.0,2070.0,3.0,2.0,1.0,3.0,2,0,42,7.0,5.0,24,6.0
1,0.0,220000.0,1485.0,2.0,2.0,1.0,2.0,2,0,62,5.0,3.0,16,4.0
1,30900.0,412000.0,4004.0,3.0,2.0,1.0,4.0,1,0,65,7.0,5.0,17,7.0
1,0.0,292000.0,1540.0,2.0,2.0,1.0,3.0,1,0,70,9.0,4.0,26,5.0
1,0.0,425000.0,2700.0,4.0,0.0,2.0,3.0,1,0,47,7.0,5.0,33,7.0
1,0.0,275000.0,1494.0,2.0,0.0,1.0,3.0,1,0,30,5.0,1.0,7,5.0
1,0.0,325000.0,2884.0,3.0,2.0,2.0,4.0,1,0,28,7.0,5.0,29,7.0
1,0.0,35000.0,864.0,1.0,0.0,1.0,2.0,2,0,19,1.0,1.0,51,3.0
1,0.0,345000.0,1630.5,4.0,0.0,2.0,8.0,1,0,45,1.0,0.0,49,12.0
1,0.0,184900.0,1248.0,2.0,0.0,1.0,3.0,1,0,34,1.0,0.0,51,5.0
1,0.0,350000.0,2946.0,2.0,0.0,2.0,3.0,1,0,26,4.0,3.0,51,5.0
1,10000.0,60000.0,900.0,1.0,0.0,1.0,2.0,1,0,111,4.0,2.0,51,3.0
1,2500.0,250000.0,1620.0,2.0,1.0,2.0,4.0,2,0,51,8.0,4.0,23,6.0
1,0.0,164900.0,1310.0,2.0,0.0,1.0,2.0,2,0,55,6.0,2.0,58,4.0
1,0.0,169900.0,800.0,1.0,0.0,1.0,2.0,1,0,47,7.0,2.0,51,3.0
1,10000.0,415000.0,3656.0,5.0,0.0,2.0,4.0,2,0,87,7.0,5.0,51,9.0
1,0.0,195000.0,1404.0,2.0,0.0,1.0,3.0,1,0,133,2.0,1.0,19,5.0
1,8000.0,190000.0,1517.0,3.0,1.0,2.0,2.0,1,1,50,6.0,4.0,3,5.0
1,0.0,125000.0,2652.0,2.0,0.0,1.0,3.0,1,0,32,1.0,0.0,51,5.0
1,5100.0,258000.0,1970.0,2.0,0.0,2.0,3.0,2,0,140,2.0,1.0,83,5.0
1,5000.0,200000.0,1776.0,1.0,0.0,1.0,3.0,1,0,83,3.0,2.0,47,4.0
1,5000.0,637500.0,3587.0,3.0,2.0,2.0,4.0,1,0,132,5.0,3.0,23,7.0
1,15000.0,179000.0,1250.0,2.0,0.0,1.0,3.0,2,0,89,5.0,2.0,24,5.0
1,15100.0,318000.0,2132.0,3.0,2.0,2.0,3.0,2,0,40,3.0,2.0,19,6.0
1,0.0,125000.0,1161.0,1.0,0.0,1.0,3.0,1,0,52,1.0,0.0,51,4.0
1,0.0,125000.0,1000.0,1.0,0.0,1.0,3.0,1,0,58,7.0,3.0,48,4.0
1,5000.0,225000.0,1332.0,2.0,2.0,1.0,3.0,2,0,50,7.0,5.0,9,5.0
1,6000.0,138000.0,1000.0,1.0,0.0,1.0,3.0,1,0,104,4.0,2.0,51,4.0
1,0.0,260000.0,2300.0,3.0,2.0,1.0,3.0,3,0,34,7.0,4.0,51,6.0
1,0.0,133000.0,1553.0,3.0,0.0,1.0,3.0,2,0,52,6.0,2.0,51,6.0
0,0.0,318000.0,1630.5,2.0,0.0,2.0,4.0,2,0,0,0.0,0.0,51,6.0
1,0.0,205500.0,1509.0,2.0,0.0,1.0,4.0,1,0,31,6.0,3.0,50,6.0
1,10000.0,405000.0,2525.0,2.0,2.0,1.0,4.0,2,0,228,5.0,3.0,51,6.0
1,0.0,293000.0,2548.0,3.0,0.0,2.0,4.0,2,0,52,7.0,4.0,62,7.0
1,0.0,215000.0,2030.0,4.0,0.0,1.0,4.0,1,0,63,1.0,0.0,39,8.0
1,0.0,245000.0,1580.0,2.0,0.0,1.0,3.0,1,0,56,4.0,1.0,22,5.0
1,0.0,340000.0,3386.0,4.0,0.0,2.0,4.0,1,0,59,10.0,7.0,63,8.0
1,0.0,430000.0,3432.0,4.0,0.0,2.0,3.0,1,0,43,6.0,3.0,19,7.0
1,0.0,175550.0,1758.0,2.0,0.0,1.0,4.0,2,0,25,6.0,3.0,51,6.0
1,9000.0,165000.0,1445.0,2.0,0.0,1.0,3.0,2,0,137,2.0,1.0,45,5.0
1,0.0,253000.0,1475.0,2.0,0.0,2.0,3.0,1,0,38,9.0,6.0,51,5.0
1,0.0,1000000.0,3402.0,2.0,0.0,1.0,3.0,2,0,44,6.0,4.0,23,5.0
1,25000.0,665000.0,3936.0,5.0,2.0,2.0,4.0,1,0,48,8.0,6.0,36,9.0
1,0.0,630000.0,1305.0,2.0,2.0,1.0,2.0,2,0,41,4.0,0.0,69,4.0
1,20000.0,760000.0,1620.0,2.0,0.0,3.0,2.0,1,0,146,6.0,4.0,38,4.0
1,0.0,1220000.0,3012.0,3.0,0.0,3.0,7.0,2,0,46,7.0,4.0,104,10.0
0,0.0,2125000.0,1541.0,3.0,2.0,1.0,2.0,2,0,0,10.0,6.0,3,5.0
1,0.0,558000.0,662.0,1.0,1.0,1.0,1.0,1,0,0,7.0,5.0,6,2.0
1,0.0,740000.0,2610.0,3.0,0.0,3.0,5.0,1,0,0,7.0,4.0,129,8.0
1,0.0,12500000.0,3392.0,3.0,2.0,1.0,3.0,1,0,97,11.0,8.0,16,6.0
1,10000.0,335000.0,470.0,1.0,0.0,1.0,1.0,2,0,66,4.0,2.0,59,2.0
1,0.0,1159000.0,1497.0,1.0,2.0,1.0,1.0,1,0,0,11.0,6.0,104,2.0
1,100000.0,1560000.0,1450.0,2.0,0.0,1.0,3.0,1,0,133,5.0,1.0,120,5.0
1,0.0,637500.0,1015.0,2.0,0.0,1.0,2.0,2,0,0,8.0,4.0,104,4.0
1,74000.0,950000.0,1528.0,2.0,0.0,2.0,3.0,2,0,117,9.0,6.0,149,5.0
1,200000.0,1925000.0,2029.0,3.0,1.0,1.0,3.0,1,0,97,7.0,4.0,21,6.0
1,0.0,610000.0,643.0,1.0,0.0,1.0,2.0,2,0,128,6.0,3.0,114,3.0
1,0.0,825000.0,3000.0,3.0,1.0,6.0,7.0,2,0,78,5.0,3.0,104,10.0
1,0.0,891000.0,3601.0,3.0,0.0,6.0,7.0,2,0,0,7.0,5.0,124,10.0
1,0.0,360000.0,526.0,1.0,0.0,1.0,1.0,2,0,79,6.0,3.0,89,2.0
1,15000.0,400000.0,1052.0,1.0,0.0,1.0,3.0,2,0,69,4.0,1.0,104,4.0
1,24000.0,910000.0,880.0,1.0,0.0,1.0,2.0,1,0,105,8.0,5.0,114,3.0
1,488001.0,3999999.0,2126.0,3.0,1.0,1.0,2.0,1,0,375,5.0,3.0,36,5.0
1,6000.0,40000.0,1630.5,0.0,0.0,1.0,0.0,2,0,45,0.0,0.0,124,0.0
1,0.0,2350000.0,5472.0,6.0,0.0,10.0,12.0,1,0,46,6.0,2.0,104,18.0
1,0.0,621000.0,999.0,1.0,1.0,1.0,2.0,1,0,0,4.0,4.0,79,3.0
1,91000.0,1100000.0,1132.0,2.0,1.0,1.0,2.0,1,0,150,11.0,6.0,18,4.0
1,0.0,1437500.0,1698.0,2.0,0.0,3.0,3.0,2,0,38,8.0,6.0,124,5.0
1,0.0,1279000.0,842.0,1.0,1.0,1.0,1.0,2,0,81,5.0,3.0,4,2.0
1,0.0,1000000.0,2496.0,2.0,2.0,3.0,5.0,1,0,0,2.0,0.0,107,7.0
1,0.0,589000.0,1810.0,2.0,0.0,1.0,5.0,2,0,90,8.0,5.0,99,7.0
1,10000.0,420000.0,791.0,1.0,0.0,1.0,2.0,2,0,126,1.0,1.0,124,3.0
1,14100.0,550000.0,1055.0,1.0,0.0,1.0,2.0,2,0,63,8.0,5.0,114,3.0
1,0.0,670000.0,2964.0,3.0,0.0,1.0,8.0,2,0,52,7.0,5.0,104,11.0
1,40000.0,490000.0,882.0,1.0,0.0,1.0,2.0,1,0,104,7.0,3.0,124,3.0
1,5000.0,585000.0,1238.0,2.0,0.0,1.0,3.0,1,0,71,6.0,4.0,134,5.0
1,155000.0,2300000.0,1494.0,3.0,2.0,1.0,3.0,1,0,295,5.0,2.0,6,6.0
1,0.0,1760000.0,3571.0,4.0,2.0,1.0,4.0,1,0,76,14.0,8.0,86,8.0
1,0.0,556000.0,1274.0,2.0,0.0,1.0,3.0,2,0,54,7.0,4.0,58,5.0
1,0.0,485000.0,1023.0,1.0,0.0,1.0,1.0,2,0,32,11.0,8.0,114,2.0
1,0.0,665000.0,1359.0,3.0,0.0,2.0,3.0,2,0,41,7.0,3.0,99,6.0
1,100000.0,2100000.0,1840.0,3.0,0.0,1.0,2.0,1,0,281,7.0,4.0,18,5.0
1,0.0,560000.0,736.0,1.0,1.0,1.0,1.0,2,0,0,9.0,6.0,6,2.0
1,15000.0,770000.0,790.0,1.0,0.0,1.0,1.0,1,0,98,7.0,4.0,114,2.0
1,10000.0,675000.0,1200.0,2.0,1.0,1.0,2.0,2,0,139,7.0,3.0,35,4.0
1,0.0,1100000.0,5119.0,4.0,0.0,6.0,9.0,2,0,64,6.0,4.0,119,13.0
1,100001.0,1000000.0,4408.0,4.0,1.0,3.0,11.0,1,0,69,13.0,6.0,119,15.0
1,0.0,1465000.0,4095.0,3.0,0.0,6.0,5.0,2,0,82,3.0,1.0,124,8.0
1,0.0,1690000.0,2952.0,4.0,0.0,8.0,6.0,2,0,0,2.0,0.0,134,10.0
1,150000.0,1500000.0,2760.0,4.0,0.0,4.0,6.0,1,1,92,5.0,3.0,124,10.0
1,150000.0,1500000.0,2760.0,0.0,0.0,1.0,5.0,1,0,96,5.0,3.0,124,5.0
1,0.0,635000.0,1945.0,2.0,1.0,1.0,2.0,1,0,45,4.0,1.0,16,4.0
1,0.0,375000.0,1640.0,3.0,0.0,2.0,3.0,1,0,41,7.0,5.0,22,6.0
1,0.0,433000.0,1612.0,2.0,0.0,1.0,3.0,2,0,29,6.0,1.0,59,5.0
1,0.0,224825.0,1630.5,0.0,0.0,1.0,0.0,1,0,357,0.0,0.0,52,0.0
1,0.0,810000.0,2774.0,3.0,2.0,3.0,5.0,1,0,59,2.0,1.0,38,8.0
1,30100.0,599000.0,2164.0,3.0,0.0,2.0,4.0,1,0,173,9.0,6.0,46,7.0
1,0.0,777000.0,4148.0,4.0,0.0,1.0,6.0,1,0,106,4.0,3.0,38,10.0
0,0.0,460000.0,2380.0,3.0,2.0,3.0,3.0,1,0,23,3.0,2.0,32,6.0
1,0.0,289900.0,1620.0,3.0,0.0,3.0,3.0,1,0,35,6.0,2.0,25,6.0
1,0.0,625000.0,1690.0,2.0,0.0,4.0,4.0,1,0,103,7.0,3.0,64,6.0
1,345000.0,7400000.0,9571.0,8.0,2.0,4.0,5.0,1,0,117,9.0,7.0,27,13.0
1,10000.0,380000.0,1649.0,3.0,0.0,3.0,4.0,1,1,103,7.0,4.0,43,7.0
1,0.0,985000.0,1848.0,2.0,0.0,2.0,4.0,1,0,27,12.0,9.0,71,6.0
1,0.0,555000.0,1272.0,2.0,1.0,3.0,3.0,1,0,39,4.0,1.0,41,5.0
1,0.0,452500.0,1713.0,2.0,0.0,2.0,3.0,1,0,65,7.0,5.0,63,5.0
1,35000.0,410000.0,1234.0,2.0,1.0,1.0,2.0,1,1,36,7.0,4.0,32,4.0
1,50000.0,555000.0,3800.0,3.0,0.0,4.0,4.0,1,0,91,2.0,1.0,124,7.0
1,9901.0,580000.0,2980.0,4.0,2.0,3.0,3.0,1,1,98,8.0,4.0,11,7.0
1,0.0,370000.0,1518.0,3.0,0.0,2.0,3.0,2,1,43,10.0,6.0,47,6.0
1,0.0,450000.0,1100.0,2.0,1.0,2.0,4.0,1,0,20,6.0,2.0,58,6.0
1,0.0,372500.0,1577.0,2.0,0.0,2.0,2.0,1,0,42,3.0,1.0,27,4.0
1,0.0,700000.0,2400.0,3.0,0.0,2.0,5.0,1,0,40,9.0,5.0,54,8.0
1,0.0,314000.0,1086.0,2.0,0.0,3.0,1.0,1,1,30,8.0,6.0,40,3.0
1,0.0,459900.0,2106.0,4.0,0.0,3.0,3.0,1,0,54,10.0,7.0,26,7.0
1,0.0,365000.0,1746.0,3.0,0.0,3.0,3.0,1,1,43,6.0,2.0,46,6.0
1,0.0,565000.0,2596.0,3.0,2.0,3.0,3.0,3,0,78,4.0,1.0,47,6.0
1,0.0,850000.0,4415.0,4.0,2.0,2.0,4.0,1,0,65,9.0,7.0,48,8.0
1,0.0,450000.0,1526.0,2.0,0.0,2.0,3.0,1,0,21,5.0,4.0,76,5.0
1,0.0,1195000.0,2433.0,3.0,2.0,2.0,4.0,1,0,12,5.0,2.0,56,7.0
1,11500.0,219000.0,1096.0,2.0,0.0,2.0,3.0,1,0,120,7.0,2.0,58,5.0
1,25000.0,518444.0,1280.0,2.0,0.0,1.0,2.0,1,0,75,10.0,6.0,37,4.0
1,0.0,395000.0,1157.0,2.0,0.0,1.0,2.0,1,0,37,6.0,4.0,14,4.0
1,20000.0,430000.0,1860.0,2.0,0.0,3.0,4.0,1,0,64,9.0,4.0,48,6.0
1,0.0,895000.0,5766.0,5.0,3.0,3.0,4.0,1,0,77,3.0,1.0,16,9.0
1,0.0,600000.0,2016.0,3.0,1.0,3.0,3.0,1,0,124,6.0,4.0,50,6.0
1,0.0,287500.0,1016.0,2.0,0.0,1.0,2.0,1,0,38,9.0,4.0,54,4.0
1,0.0,999999.0,1391.0,2.0,0.0,2.0,2.0,1,0,24,5.0,2.0,49,4.0
1,0.0,520000.0,2092.0,3.0,1.0,2.0,3.0,1,1,126,9.0,7.0,35,6.0
1,20000.0,430000.0,2580.0,1.0,0.0,2.0,2.0,1,0,63,11.0,7.0,58,3.0
1,0.0,550000.0,1590.0,3.0,2.0,2.0,4.0,1,0,34,8.0,5.0,45,7.0
1,9900.0,343000.0,1103.0,2.0,0.0,1.0,2.0,1,0,56,3.0,1.0,36,4.0
1,0.0,420000.0,1560.0,2.0,0.0,3.0,4.0,1,0,25,6.0,3.0,46,6.0
1,0.0,999999.0,1361.0,2.0,1.0,4.0,2.0,1,1,33,6.0,5.0,100,4.0
1,0.0,230000.0,858.0,1.0,0.0,1.0,1.0,1,0,31,7.0,4.0,45,2.0
1,5000.0,32500.0,902.0,1.0,0.0,2.0,3.0,1,0,30,2.0,0.0,110,4.0
1,0.0,132500.0,995.0,1.0,1.0,1.0,2.0,1,0,17,6.0,3.0,75,3.0
1,0.0,108000.0,984.0,2.0,0.0,2.0,2.0,1,0,42,3.0,1.0,100,4.0
1,0.0,402000.0,4410.0,4.0,0.0,2.0,4.0,3,0,51,6.0,3.0,35,8.0
1,0.0,26000.0,1000.0,1.0,0.0,2.0,3.0,1,0,15,4.0,2.0,114,4.0
1,0.0,163000.0,1630.5,2.0,0.0,1.0,4.0,3,0,45,2.0,0.0,40,6.0
1,10000.0,140000.0,1028.0,1.0,0.0,1.0,3.0,4,0,44,3.0,1.0,45,4.0
1,0.0,300000.0,1954.0,2.0,0.0,1.0,3.0,2,0,63,7.0,4.0,51,5.0
1,0.0,110000.0,832.0,1.0,0.0,1.0,2.0,3,0,57,5.0,3.0,80,3.0
1,0.0,175100.0,1015.0,3.0,0.0,2.0,3.0,1,0,45,5.0,3.0,75,6.0
1,0.0,204000.0,960.0,2.0,0.0,1.0,3.0,1,0,49,8.0,3.0,67,5.0
1,10100.0,310000.0,2630.0,3.0,0.0,2.0,4.0,1,0,102,6.0,3.0,30,7.0
1,37550.0,162450.0,1008.0,1.0,0.0,1.0,3.0,1,0,144,4.0,1.0,21,4.0
1,0.0,315000.0,3204.0,3.0,0.0,2.0,4.0,1,0,61,9.0,4.0,47,7.0
1,0.0,130000.0,1354.0,2.0,0.0,2.0,3.0,3,0,35,6.0,2.0,102,5.0
1,4900.0,197000.0,1921.0,2.0,0.0,2.0,3.0,1,0,98,8.0,4.0,45,5.0
1,0.0,89900.0,624.0,1.0,0.0,1.0,2.0,3,0,124,2.0,1.0,75,3.0
1,0.0,159900.0,1630.5,3.0,0.0,1.0,5.0,2,0,40,2.0,0.0,82,8.0
1,0.0,148800.0,1644.0,2.0,0.0,2.0,3.0,3,0,20,3.0,2.0,43,5.0
1,0.0,75000.0,774.0,1.0,0.0,1.0,2.0,3,0,40,3.0,2.0,99,3.0
1,0.0,62500.0,812.0,1.0,0.0,1.0,2.0,1,0,31,2.0,0.0,84,3.0
1,5000.0,69000.0,1442.0,2.0,0.0,2.0,4.0,3,0,94,2.0,0.0,52,6.0
1,0.0,79900.0,660.0,1.0,0.0,1.0,1.0,3,0,63,2.0,0.0,100,2.0
1,0.0,125000.0,1465.0,2.0,0.0,1.0,3.0,1,0,56,8.0,3.0,70,5.0
1,0.0,106900.0,1884.0,1.0,0.0,1.0,2.0,1,0,21,2.0,0.0,71,3.0
1,4000.0,330000.0,2414.0,3.0,0.0,1.0,5.0,3,0,63,6.0,3.0,20,8.0
1,0.0,480000.0,4948.0,5.0,0.0,2.0,5.0,3,0,35,7.0,3.0,26,10.0
1,0.0,185000.0,2375.0,2.0,0.0,1.0,3.0,1,0,80,3.0,2.0,57,5.0
1,0.0,135000.0,1076.0,1.0,0.0,1.0,2.0,3,0,37,4.0,1.0,82,3.0
1,5000.0,138000.0,1815.0,2.0,0.0,2.0,3.0,3,0,57,7.0,4.0,101,5.0
1,0.0,100000.0,1203.0,2.0,0.0,2.0,3.0,1,0,50,4.0,2.0,77,5.0
1,0.0,75000.0,1362.0,1.0,0.0,1.0,3.0,1,0,14,4.0,1.0,68,4.0
1,0.0,89900.0,1630.5,2.0,0.0,1.0,2.0,2,0,32,0.0,0.0,3,4.0
1,10000.0,145000.0,1333.0,1.0,0.0,2.0,3.0,1,0,85,4.0,1.0,72,4.0
1,0.0,245000.0,2250.0,2.0,0.0,1.0,3.0,1,0,41,5.0,2.0,72,5.0
1,10000.0,49900.0,1630.5,2.0,0.0,1.0,3.0,2,0,145,1.0,0.0,29,5.0
1,0.0,225000.0,1826.0,2.0,0.0,2.0,3.0,3,0,41,4.0,2.0,64,5.0
1,0.0,237050.0,2046.0,3.0,0.0,2.0,4.0,2,0,56,6.0,3.0,55,7.0
1,0.0,169400.0,1298.0,2.0,0.0,2.0,3.0,2,0,31,4.0,3.0,103,5.0
1,0.0,155000.0,1312.0,1.0,0.0,1.0,3.0,1,0,38,7.0,3.0,62,4.0
1,0.0,167000.0,1467.0,3.0,0.0,2.0,3.0,1,0,58,6.0,3.0,46,6.0
1,0.0,95000.0,1100.0,2.0,0.0,1.0,2.0,2,0,0,2.0,0.0,51,4.0
1,0.0,110000.0,882.0,1.0,0.0,2.0,2.0,2,0,25,8.0,3.0,94,3.0
1,10000.0,117000.0,1044.0,1.0,0.0,1.0,3.0,1,0,123,3.0,0.0,49,4.0
1,0.0,135900.0,1872.0,2.0,0.0,2.0,3.0,3,0,60,5.0,2.0,65,5.0
1,25000.0,370000.0,1804.0,2.0,1.0,4.0,4.0,1,0,68,8.0,5.0,69,6.0
